"MEASURE","Measure","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","503","Perth - Inner","A","Annual","2003","2003",143105,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","503","Perth - Inner","A","Annual","2004","2004",145024,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","503","Perth - Inner","A","Annual","2005","2005",147496,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","503","Perth - Inner","A","Annual","2006","2006",149886,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","503","Perth - Inner","A","Annual","2007","2007",153263,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","503","Perth - Inner","A","Annual","2008","2008",157632,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","503","Perth - Inner","A","Annual","2009","2009",162253,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","503","Perth - Inner","A","Annual","2010","2010",164706,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","503","Perth - Inner","A","Annual","2011","2011",167974,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","503","Perth - Inner","A","Annual","2012","2012",172249,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","503","Perth - Inner","A","Annual","2013","2013",175784,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","503","Perth - Inner","A","Annual","2014","2014",177355,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","503","Perth - Inner","A","Annual","2015","2015",178264,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","503","Perth - Inner","A","Annual","2016","2016",178659,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","503","Perth - Inner","A","Annual","2017","2017",179755,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","503","Perth - Inner","A","Annual","2018","2018",180673,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2001","2001",65120,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2002","2002",65308,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2003","2003",65431,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2004","2004",65514,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2005","2005",65656,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2006","2006",65814,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2007","2007",66219,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2008","2008",66981,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2009","2009",67713,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2010","2010",68038,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2011","2011",68762,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2012","2012",70066,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2013","2013",71135,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2014","2014",71478,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2015","2015",71417,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2016","2016",71127,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2017","2017",71585,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2018","2018",72000,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2001","2001",6704,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2002","2002",6654,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2003","2003",6619,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2004","2004",6531,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2005","2005",6516,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2006","2006",6504,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2007","2007",6541,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2008","2008",6598,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2009","2009",6676,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2010","2010",6721,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2011","2011",6815,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2012","2012",6927,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2013","2013",7032,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2014","2014",7032,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2015","2015",6999,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2016","2016",6936,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2017","2017",6952,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011030","City Beach","A","Annual","2018","2018",6945,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2001","2001",7413,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2002","2002",7454,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2003","2003",7467,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2004","2004",7507,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2005","2005",7564,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2006","2006",7606,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2007","2007",7631,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2008","2008",7805,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2009","2009",7895,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2010","2010",7953,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2011","2011",8112,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2012","2012",8268,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2013","2013",8411,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2014","2014",8503,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2015","2015",8583,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2016","2016",8638,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2017","2017",8652,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011031","Claremont (WA)","A","Annual","2018","2018",8635,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2001","2001",7227,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2002","2002",7287,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2003","2003",7321,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2004","2004",7388,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2005","2005",7375,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2006","2006",7450,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2007","2007",7535,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2008","2008",7678,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2009","2009",7849,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2010","2010",7896,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2011","2011",8018,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2012","2012",8106,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2013","2013",8179,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2014","2014",8143,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2015","2015",8033,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2016","2016",7868,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2017","2017",7905,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011032","Cottesloe","A","Annual","2018","2018",7939,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011033","Floreat","A","Annual","2001","2001",7322,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011033","Floreat","A","Annual","2002","2002",7317,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011033","Floreat","A","Annual","2003","2003",7336,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011033","Floreat","A","Annual","2004","2004",7313,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011033","Floreat","A","Annual","2005","2005",7342,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011033","Floreat","A","Annual","2006","2006",7396,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011033","Floreat","A","Annual","2007","2007",7422,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011033","Floreat","A","Annual","2008","2008",7481,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011033","Floreat","A","Annual","2009","2009",7568,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011033","Floreat","A","Annual","2010","2010",7603,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011033","Floreat","A","Annual","2011","2011",7681,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011033","Floreat","A","Annual","2012","2012",7912,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011033","Floreat","A","Annual","2013","2013",8132,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","503011033","Floreat","A","Annual","2014","2014",8186,,
